,Country Name,Country Code,Indicator Name,Indicator Code,Year,Valor
2315,Filipinas,PHL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2316,Palau,PLW,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2317,Papua Nueva Guinea,PNG,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2318,Polonia,POL,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2319,previa al dividendo demográfico,PRE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2320,Puerto Rico,PRI,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2321,"Corea, República Popular Democrática de",PRK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2322,Portugal,PRT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2323,Paraguay,PRY,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2324,Ribera Occidental y Gaza,PSE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2325,Estados pequeos de las Islas del Pacfico,PSS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2326,posterior al dividendo demográfico,PST,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2327,Polinesia Francesa,PYF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2328,Qatar,QAT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2329,Rumania,ROU,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2330,Federación de Rusia,RUS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2331,Rwanda,RWA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2332,Asia meridional,SAS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2333,Arabia Saudita,SAU,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2334,Sudán,SDN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2335,Senegal,SEN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2336,Singapur,SGP,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2337,Islas Salomón,SLB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2338,Sierra Leona,SLE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2339,El Salvador,SLV,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2340,San Marino,SMR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2341,Somalia,SOM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2342,Serbia,SRB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2343,África al sur del Sahara (excluido altos ingresos),SSA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2344,Sudán del Sur,SSD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2345,África al sur del Sahara,SSF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2346,Pequeños Estados,SST,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2347,Santo Tomé y Príncipe,STP,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2348,Suriname,SUR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2349,República Eslovaca,SVK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2350,Eslovenia,SVN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2351,Suecia,SWE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2352,Eswatini,SWZ,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2353,Sint Maarten (Dutch part),SXM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2354,Seychelles,SYC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2355,República Árabe Siria,SYR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2356,Islas Turcas y Caicos,TCA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2357,Chad,TCD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2358,Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2359,Europa y Asia central (BIRF y la AIF),TEC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2360,Togo,TGO,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2361,Tailandia,THA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2362,Tayikistán,TJK,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2363,Turkmenistán,TKM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2364,América Latina y el Caribe (BIRF y la AIF),TLA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2365,Timor-Leste,TLS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2366,Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2367,Tonga,TON,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2368,Asia meridional (BIRF y la AIF),TSA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2369,África al sur del Sahara (BIRF y la AIF),TSS,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2370,Trinidad y Tobago,TTO,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2371,Túnez,TUN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2372,Turquía,TUR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2373,Tuvalu,TUV,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2374,Tanzanía,TZA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2375,Uganda,UGA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2376,Ucrania,UKR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2377,Ingreso mediano alto,UMC,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2378,Uruguay,URY,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2379,Estados Unidos,USA,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2380,Uzbekistán,UZB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2381,San Vicente y las Granadinas,VCT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2382,Venezuela,VEN,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2383,Islas Vírgenes Británicas,VGB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2384,Islas Vírgenes (EE.UU.),VIR,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2385,Viet Nam,VNM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2386,Vanuatu,VUT,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2387,Mundo,WLD,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2388,Samoa,WSM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2389,Kosovo,XKX,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2390,"Yemen, Rep. del",YEM,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2391,Sudáfrica,ZAF,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2392,Zambia,ZMB,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2393,Zimbabwe,ZWE,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,1962,0.0
2394,Aruba,ABW,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.3893370634193
2395,0.0,AFE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.75324827208996
2396,Afganistán,AFG,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.07899662655224
2397,0.0,AFW,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.19082685093935
2398,Angola,AGO,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.41042530862807
2399,Albania,ALB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.95374876199632
2400,Andorra,AND,Crecimiento de la población (% anual),SP.POP.GROW,1963,7.22319755892096
2401,El mundo árabe,ARB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.67005104769747
2402,Emiratos Árabes Unidos,ARE,Crecimiento de la población (% anual),SP.POP.GROW,1963,5.31635595043551
2403,Argentina,ARG,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.62166139329755
2404,Armenia,ARM,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.22286696180489
2405,Samoa Americana,ASM,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.13299264561003
2406,Antigua y Barbuda,ATG,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.34164715222231
2407,Australia,AUS,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.91781647792421
2408,Austria,AUT,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.642362670652079
2409,Azerbaiyán,AZE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.96416042860687
2410,Burundi,BDI,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.08163380931968
2411,Bélgica,BEL,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.747606930682632
2412,Benin,BEN,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.71201707796946
2413,Burkina Faso,BFA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.49499396744886
2414,Bangladesh,BGD,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.00781244601403
2415,Bulgaria,BGR,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.810378324356217
2416,Bahrein,BHR,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.69865230437023
2417,Bahamas,BHS,Crecimiento de la población (% anual),SP.POP.GROW,1963,4.89315352999861
2418,Bosnia y Herzegovina,BIH,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.78529046080254
2419,Belarús,BLR,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.01618823177623
2420,Belice,BLZ,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.74203285371251
2421,Bermudas,BMU,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.33308567626953
2422,Bolivia,BOL,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.0894580522661
2423,Brasil,BRA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.94131648566263
2424,Barbados,BRB,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.444441399175071
2425,Brunei Darussalam,BRN,Crecimiento de la población (% anual),SP.POP.GROW,1963,4.62307876318273
2426,Bhután,BTN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.89284134676927
2427,Botswana,BWA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.32407700636253
2428,República Centroafricana,CAF,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.91621213784079
2429,Canadá,CAN,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.86284592763531
2430,Europa Central y del Báltico,CEB,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.892938912539876
2431,Suiza,CHE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.13766282113072
2432,Islas del Canal,CHI,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.00943675581332
2433,Chile,CHL,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.98215276465322
2434,China,CHN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.45764740395145
2435,Côte d'Ivoire,CIV,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.87960469398829
2436,Camerún,CMR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.30493744253899
2437,"Congo, República Democrática del",COD,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.64958422880367
2438,"Congo, República del",COG,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.68332707980713
2439,Colombia,COL,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.06596105936449
2440,Comoras,COM,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.96499368924265
2441,Cabo Verde,CPV,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.25590943317182
2442,Costa Rica,CRI,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.5044683593811
2443,Estados pequeos del Caribe,CSS,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.76629824890873
2444,Cuba,CUB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.11739416822418
2445,Curacao,CUW,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.88686298616231
2446,Islas Caimán,CYM,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.09184415720987
2447,Chipre,CYP,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.989440824312753
2448,República Checa,CZE,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.477058972393582
2449,Alemania,DEU,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.925875063469895
2450,Djibouti,DJI,Crecimiento de la población (% anual),SP.POP.GROW,1963,4.76839880436694
2451,Dominica,DMA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.30949905791226
2452,Dinamarca,DNK,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.787727452841454
2453,República Dominicana,DOM,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.20370024514042
2454,Argelia,DZA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.61021945224957
2455,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.56154929039003
2456,inicial del dividendo demográfico,EAR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.55981876260081
2457,Asia oriental y el Pacífico,EAS,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.43475744268231
2458,Europa y Asia central (excluido altos ingresos),ECA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.59957455339008
2459,Europa y Asia central,ECS,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.15477176448626
2460,Ecuador,ECU,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.90020315645222
2461,"Egipto, República Árabe de",EGY,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.63622185854676
2462,Zona del Euro,EMU,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.883073746785357
2463,Eritrea,ERI,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.44155017473533
2464,España,ESP,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.877043251659206
2465,Estonia,EST,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.37847716433837
2466,Etiopía,ETH,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.57813996048135
2467,Unión Europea,EUU,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.868924654713439
2468,Frágiles y situaciones de conflicto afectados,FCS,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.2019089083384
2469,Finlandia,FIN,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.706977468183943
2470,Fiji,FJI,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.15071857358442
2471,Francia,FRA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.06426044971838
2472,Islas Feroe,FRO,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.19976420651035
2473,Micronesia (Estados Federados de),FSM,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.31667940729263
2474,Gabón,GAB,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.29222298809629
2475,Reino Unido,GBR,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.748366448717305
2476,Georgia,GEO,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.47302172404034
2477,Ghana,GHA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.40252786186063
2478,Gibraltar,GIB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.42880181907325
2479,Guinea,GIN,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.78558753423887
2480,Gambia,GMB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.77034306770883
2481,Guinea-Bissau,GNB,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.910981758680847
2482,Guinea Ecuatorial,GNQ,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.97256033597167
2483,Grecia,GRC,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.370892005189515
2484,Granada,GRD,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.860403164147106
2485,Groenlandia,GRL,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.92207131532813
2486,Guatemala,GTM,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.92221307734071
2487,Guam,GUM,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.07870589080524
2488,Guyana,GUY,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.59003197918525
2489,Ingreso alto,HIC,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.23761739972883
2490,"Hong Kong, Región Administrativa Especial",HKG,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.44066885043933
2491,Honduras,HND,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.90158374210772
2492,Países pobres muy endeudados (PPME),HPC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.49321121398371
2493,Croacia,HRV,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.687764980815768
2494,Haití,HTI,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.78071521729739
2495,Hungría,HUN,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.260182925848219
2496,Sólo BIRF,IBD,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.36940256317406
2497,BIRF y la AIF,IBT,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.40202784795898
2498,total de la AIF,IDA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.56142948419556
2499,mezcla de la AIF,IDB,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.54391051605636
2500,Indonesia,IDN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.76502262074288
2501,Sólo AIF,IDX,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.56942405747198
2502,Isla de Man,IMN,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.944792303946826
2503,India,IND,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.30907889966126
2504,No clasificado,INX,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.0
2505,Irlanda,IRL,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.583614784297507
2506,"Irán, República Islámica del",IRN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.85228626989425
2507,Iraq,IRQ,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.3384325332068
2508,Islandia,ISL,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.77978836016473
2509,Israel,ISR,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.68192274450533
2510,Italia,ITA,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.729553242231653
2511,Jamaica,JAM,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.18709788603662
2512,Jordania,JOR,Crecimiento de la población (% anual),SP.POP.GROW,1963,4.59954521208234
2513,Japón,JPN,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.0134602261801
2514,Kazajstán,KAZ,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.14670218463675
2515,Kenya,KEN,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.91148088133147
2516,Kirguistán,KGZ,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.38344084827971
2517,Camboya,KHM,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.13339665386579
2518,Kiribati,KIR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.53683035987564
2519,Saint Kitts y Nevis,KNA,Crecimiento de la población (% anual),SP.POP.GROW,1963,-1.84530943143269
2520,"Corea, República de",KOR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.78482005271866
2521,Kuwait,KWT,Crecimiento de la población (% anual),SP.POP.GROW,1963,10.60334957452
2522,América Latina y el Caribe (excluido altos ingresos),LAC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.83701957750253
2523,República Democrática Popular Lao,LAO,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.29624797891927
2524,Líbano,LBN,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.06718829433186
2525,Liberia,LBR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.48820447382066
2526,Libia,LBY,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.80893446484078
2527,Santa Lucía,LCA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.12766814174517
2528,América Latina y el Caribe,LCN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.80151437666633
2529,Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.49007112956532
2530,Países de ingreso bajo,LIC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.41335888013008
2531,Liechtenstein,LIE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.318877937557
2532,Sri Lanka,LKA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.34225084818254
2533,Países de ingreso mediano bajo,LMC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.44787276115217
2534,Ingreso mediano y bajo,LMY,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.43117164472572
2535,Lesotho,LSO,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.06922177101409
2536,avanzada del dividendo demográfico,LTE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.32178310272909
2537,Lituania,LTU,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.23563344312338
2538,Luxemburgo,LUX,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.03901066517559
2539,Letonia,LVA,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.33561309771935
2540,"Región Administrativa Especial de Macao, China",MAC,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.99308165738433
2541,Isla de San Martín (parte francesa),MAF,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.05230158408902
2542,Marruecos,MAR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.56210206718498
2543,Mónaco,MCO,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.50851383539107
2544,República de Moldova,MDA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.04531723492847
2545,Madagascar,MDG,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.60715219581702
2546,Maldivas,MDV,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.5043977779367
2547,Oriente Medio y Norte de África,MEA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.69595154527987
2548,México,MEX,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.30247612690953
2549,Islas Marshall,MHL,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.36024894471477
2550, Ingreso mediano,MIC,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.43239654118845
2551,Macedonia del Norte,MKD,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.964784739342594
2552,Malí,MLI,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.36676148477862
2553,Malta,MLT,Crecimiento de la población (% anual),SP.POP.GROW,1963,-0.417666319903278
2554,Myanmar,MMR,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.22609784576126
2555,Oriente Medio y Norte de África (excluido altos ingresos),MNA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.60180954172635
2556,Montenegro,MNE,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.1361742316178
2557,Mongolia,MNG,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.88280917016546
2558,Mariana,MNP,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.28525797341162
2559,Mozambique,MOZ,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.09438746839512
2560,Mauritania,MRT,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.82142073771671
2561,Mauricio,MUS,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.6089232743809
2562,Malawi,MWI,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.4562697215754
2563,Malasia,MYS,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.01890555338579
2564,América del Norte,NAC,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.48885031379355
2565,Namibia,NAM,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.18351749145652
2566,Nueva Caledonia,NCL,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.72045162390331
2567,Níger,NER,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.96364886328605
2568,Nigeria,NGA,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.11478153561057
2569,Nicaragua,NIC,Crecimiento de la población (% anual),SP.POP.GROW,1963,3.04062728237784
2570,Países Bajos,NLD,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.3484919646048
2571,Noruega,NOR,Crecimiento de la población (% anual),SP.POP.GROW,1963,0.756123515554719
2572,Nepal,NPL,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.98570380686223
2573,Nauru,NRU,Crecimiento de la población (% anual),SP.POP.GROW,1963,4.88863596386997
2574,Nueva Zelandia,NZL,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.98658254381755
2575,Miembros OCDE,OED,Crecimiento de la población (% anual),SP.POP.GROW,1963,1.37701133421722
2576,Omán,OMN,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.0367715358222
2577,Otros Estados pequeos,OSS,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.06882621469808
2578,Pakistán,PAK,Crecimiento de la población (% anual),SP.POP.GROW,1963,2.38650385787809
